No,Pengguna,Rating,Tanggal,Isi Ulasan,Ground Truth,Prediksi Naive Bayes,Prediksi Gemma 3 LLM,Kategori Isu (LLM),Alasan Penalaran AI,Beda Pendapat ML vs LLM
3668,Ida Farida,1,2026-08-17,Kenapa sekarang apknya hanya bisa di versi android terbaru? Bagaimana jika masyarakat yang hanya memiliki HP jadul? sedangkan untuk berobat wajib pakai JKN.. tolong pak jangan mempersulit masyarakat kurang mampu pak.,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami gangguan teknis/error sistem yang menghambat penggunaan aplikasi.,false
3669,elsarowing,5,2026-08-17,sangat membantu,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3670,rosy 43,1,2026-08-17,kode otp tidak di kirim,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengeluhkan kegagalan penerimaan kode OTP melalui SMS dan waktu verifikasi habis.,false
3671,Misya Anggraini,5,2026-08-17,kok gak bisa di downlod,Positif,Negatif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,true
3672,Teslafist,5,2026-08-17,nice app👍,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3673,Edi Junaedi,5,2026-08-17,ok,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3674,Akhuyaa,1,2026-08-17,"tolong dong di perbaiki bug nya saya mau daftar no hp tapi pas di verifikasi gk bisa,,layar nya tiba2 putih semua TOLONG DONG DI PERBAIKI",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami gangguan teknis/error sistem yang menghambat penggunaan aplikasi.,false
3675,Tya Chinthya,5,2026-08-17,mantap,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3676,Fira Budi,5,2026-08-17,pelayanannya bagus,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3677,Krisna Saputra,5,2026-08-17,dengan aplikasi mobil jkn memudahkan segalanya untuk periksa,Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3678,Untung Surojo,5,2026-08-16,kami senantiasa dilayani dengan baik dan tuntas.,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3679,retno wahyuningsih,5,2026-08-16,lancar untuk pendaftaran dan cek kesehatan,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3680,Arifatus sa'diyah,5,2026-08-16,Aplikasinya sdh bagus mohon d tingkatkan lagi,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3681,Riskatunnisa 118,2,2026-08-16,"applikasinya error-an bukannya diciptakan applikasi itu mempermudah orang orang dlm urusan ya? Masa saya sudah bayar, masih ada notif belum bayar sih 👊 terpaksa harus kekantor BPJS lg buat konfirmasi dan ngurusin pembayaran, kalo harus kekantor BPJS lg mending gausah diciptakan applikasi kalo gtuu ujung ujungnya harus gerak kekantor juga 😑",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami gangguan teknis/error sistem yang menghambat penggunaan aplikasi.,false
3682,Mustika Agustini,5,2026-08-16,alpikasi mudah,Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3683,Alii Saifullah,5,2026-08-16,jos,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3684,Agus Kunaryadi,5,2026-08-16,jangan memberi pelayanan yg nyaman,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3685,Risbun Manurung,1,2026-08-16,njirr,Negatif,Positif,Negatif,Masalah Teknis & Bug,Pengguna mengekspresikan kekecewaan umum terhadap kinerja aplikasi Mobile JKN.,true
3686,Icha mell,1,2026-08-16,"Biasa nya tgl berapa aja bisa ambil antrian, sekarang dipersulit sudah tidak bisa, ambil atrian sesuai jadwal kunjungan. Tidak semua org bisa hadir ditanggal kunjungan yg telah dijadwalkan, kdg ditanggal tsb orang berhalangan hadir sehingga diharuskan ganti jadwal. Bener² kecewa sih",Negatif,Negatif,Negatif,Layanan Faskes & Antrean,"Pengguna menyampaikan keluhan terkait antrean online, kuota poli rujukan yang penuh, atau jadwal dokter tidak sinkron.",false
3687,Desta Nyoll,1,2026-08-16,aplikasi pemerintah pasti banyak gagalnya,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengekspresikan kekecewaan umum terhadap kinerja aplikasi Mobile JKN.,false
3688,Yoga Ikbar,1,2026-08-16,burukk,Negatif,Positif,Negatif,Fitur & UI/UX,Pengguna mengeluhkan alur navigasi dan kemudahan antarmuka aplikasi yang dianggap rumit.,true
3689,nurul Fikri,5,2026-08-16,Aplikasi sangat membantu dan mempermudah,Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3690,utaryo leksono,5,2026-08-16,BPJS kesehatan sangat baik dan profesional,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3691,mpii vanessa,5,2026-08-16,responya cukup baik,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3692,Muhammad Ilham,1,2026-08-16,aplikasi ini makin buruk hanya support android 10 sedangkan nenek saya android 9 gak bisa pakai aplikasi ini lagi sangat mengecewakan cuih,Negatif,Negatif,Negatif,Fitur & UI/UX,Pengguna mengeluhkan alur navigasi dan kemudahan antarmuka aplikasi yang dianggap rumit.,false
3693,Fila Ramadhan,3,2026-08-16,"icon dalam aplikasi nya terlalu rame, kurang fresh",Netral,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengekspresikan kekecewaan umum terhadap kinerja aplikasi Mobile JKN.,false
3694,Hermawan Atul,5,2026-08-16,mudah di gunakan,Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3695,a na,1,2026-08-16,"setiap mau daftarin nomor hp gagal terus keterangannya ""permintaan belum bisa diproses, tunggu beberapa saat"" tapi giliran dicoba lagi tetep gabisaa, gimana ini tolong diperbaiki aplikasinya, lagi urgent banget malah gabisa masuk padahal udah bayar BPJS tiap bulan",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami kendala autentikasi login atau aplikasi sering force close / logout otomatis.,false
3696,faisal jack,5,2026-08-16,"is very good, i like it",Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3697,Dwi Aryanto,3,2026-08-16,Emang ada ya yang mau nipu ke faskes... sampai² mau login aja susah...,Netral,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami kendala autentikasi login atau aplikasi sering force close / logout otomatis.,false
3698,Mulyadi Muchtar,5,2026-08-16,pelayana lbh cepat dngn jkn mobille tdk bikin ribed,Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3699,mugia cbs channel,5,2026-08-16,sangat membantu,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3700,Albyazka W.,5,2026-08-16,bagus,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3701,Asrul Gunawan,1,2026-08-16,sms verifikasi gk masuk masuk,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengeluhkan kegagalan penerimaan kode OTP melalui SMS dan waktu verifikasi habis.,false
3702,Sri Mitria Ningsih,5,2026-08-16,sangat membantu pengguna fasilitas kesehatan,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3703,Finna Ramadhona,1,2026-08-16,"saat mau bikin surat rujukan gagal terus,karena tulisan jaringan,padahal pakai wifi",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami gangguan teknis/error sistem yang menghambat penggunaan aplikasi.,false
3704,Zhulfikar Alhanan,5,2026-08-16,tidak Ribet Dalam Pengurusan Lagi,Negatif,Negatif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,true
3705,Arya Zakaria,1,2026-08-16,"minimal sediakan server yg luas lah, bikin apk bisa nyediain server gk bisa berhari-hari gw coba daftar yg keluar gangguan server mulu",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami kendala autentikasi login atau aplikasi sering force close / logout otomatis.,false
3706,yanie fadlian,3,2026-08-16,"aneh... gak bs download aplikasi jkn mobile, keterangan ny perangkat anda tidak kompatibel... emg hrs hp yg bagus doank ya yg bisa download, klo butuh aplikasi ny buat berobat gmn donk?",Netral,Negatif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,true
3707,Ade Achdiyat,5,2026-08-16,"Tanggapan pengaduan cepat, tapi tidak tahu kalo tindakan ke paskes nya.",Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3708,Simon Meyer,5,2026-08-16,bagus,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3709,Haes Putry,1,2026-08-16,"aplikasi paling ribet, tiap buka aplikasi harus login ulang, padahal sebelumnya udah aktifin login biometrik, tapi pas buka aplikasi lagi malah gak bisa, kembali lagi ke settingan awa. ampun daaaahhl",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami kendala autentikasi login atau aplikasi sering force close / logout otomatis.,false
3710,iin nurhasanah,5,2026-08-16,pelayanan nya bagus dan sesuai,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3711,hesti juwita,1,2026-08-16,versi baru tidak semua hp bisa. harus orang kaya yang hpnya bagus yang bisa pakai? versi yang dulu lebih enak. sekarang mau login susahnya minta ampun!,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami kendala autentikasi login atau aplikasi sering force close / logout otomatis.,false
3712,Alfandri Wahyugie,5,2026-08-16,simple,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3713,Ikhsan Heriyanto,5,2026-08-16,ok,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3714,Kanzania Adiba,5,2026-08-16,trimakasih ya alloh ini sangat membantu bgt d keluargaku yg srba kurang anaku juga bnyk trimakasih admin dn smua kru jkn smoga kita smua slalu dlm lindungn alloh dn slalu d bri kesehatan amin,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3715,Angga Thomas,1,2026-08-16,lahh ini sy mau ngambil antrian online malah gak bisa masuk2. katnya nomot sy sdh terdaftar. trs gmn sy mau ambil antrian onlinensy...sialan banget ribetttjadi nya,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami kendala autentikasi login atau aplikasi sering force close / logout otomatis.,false
3716,siti ridloatul ulum,5,2026-08-16,bagua,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3717,Natun Ony,5,2026-08-16,bagus dan cepat,Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3718,Bambang Agus Rianto,5,2026-08-16,mudah dimengerti,Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3719,Hafiz Nuraziz,1,2026-08-16,"Pulsa ada dan cukup, kemudian paket data reguler ada tetapi OTP susah masuk saat registrasi/daftar. Tolong ini banyak keluhan tentang OTP tapi kenapa belum diselesaikan masalahnya",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengeluhkan kegagalan penerimaan kode OTP melalui SMS dan waktu verifikasi habis.,false
3720,Ultra Man,5,2026-08-16,bagus,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3721,Silvia Desy Andriani,1,2026-08-16,captha nya gak bisa keluar,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengekspresikan kekecewaan umum terhadap kinerja aplikasi Mobile JKN.,false
3722,Ario Seto16 channel,5,2026-08-16,mempermudah masyarakat,Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3723,hery rizki,1,2026-08-16,busuk setelah update,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami gangguan teknis/error sistem yang menghambat penggunaan aplikasi.,false
3724,Rahnia Handiarti,1,2026-08-16,"lag parah, gua udh hapus ruang penyimpanan masih lag, emang dari sananya kah, hp gua sampe restart ulang saking lag nya sumpah, ini yang buat apk siapa sih",Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengekspresikan kekecewaan umum terhadap kinerja aplikasi Mobile JKN.,false
3725,Tiko Lius,5,2026-08-16,"saya baru menggunakan aplikasi ini ,untuk memudahkan saya berobat ke rsu ,terutama mengambil antrian online ,BPJS supaya tidak lama mengantri ke rsu kalau lagi bayak pasien jadi kita datang ke rsu sesuai jam dan hari yang sudah di tentukan untuk berobat",Positif,Positif,Positif,Apresiasi & Kepuasan,Pengguna mengapresiasi kemudahan antrean online dan efisiensi waktu faskes.,false
3726,anisa f,1,2026-08-16,ga bisa kirim otp sms aneh,Negatif,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengeluhkan kegagalan penerimaan kode OTP melalui SMS dan waktu verifikasi habis.,false
3727,Nidi Nada,1,2026-08-16,"sistem belum mampu menjawab kebutuhan masyarakat. data sudah sesuai tapi nomor telepon dan email tidak sesuai. padahal email yang didaftar itu2 juga. banyak keluhan, tapi belum ada respon perbaikan. harus peserta antri panjang, sementara daftar online tidak berfungsi.",Negatif,Negatif,Negatif,Layanan Faskes & Antrean,"Pengguna menyampaikan keluhan terkait antrean online, kuota poli rujukan yang penuh, atau jadwal dokter tidak sinkron.",false
3728,Riduan Achmad,5,2026-08-16,bagus,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3729,CIVREZ z,5,2026-08-16,"mantap bisa mempermudah gak harus pergi2,bisa langsung jadi",Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3730,Jane Rarum,4,2026-08-16,tiap mau login sllu slah pass pdhal passnya ga pernh ganti knpa y,Positif,Negatif,Negatif,Masalah Teknis & Bug,"Taktik rating bintang 4: Ulasan berisi keluhan keras terkait masalah teknis & bug ('tiap mau login sllu slah pass pdhal passnya g...'), terdeteksi sentimen negatif tersirat.",false
3731,YyHD Lucky,5,2026-08-16,bagus,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3732,Amru Septiawan_17,5,2026-08-16,"alhamdulillah, bagus sekalii 🤩🤩🤩👍",Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3733,Haerul Alwahid,5,2026-08-16,"sangat membantu,praktis",Positif,Positif,Positif,Apresiasi & Kepuasan,"Pengguna merasa aplikasi sangat praktis, cepat, dan mempermudah akses layanan BPJS.",false
3734,PAPA HITZ,5,2026-08-16,asli enak bisa merubah data faskes melalui 1 gemgaman,Positif,Positif,Positif,Apresiasi & Kepuasan,Pengguna mengapresiasi kemudahan antrean online dan efisiensi waktu faskes.,false
3735,Sofyan Efendi,5,2026-08-16,Good!,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3736,Farihzal,1,2026-08-16,aplikasinya mempersulit masyarakat,Negatif,Negatif,Negatif,Fitur & UI/UX,Pengguna mengeluhkan alur navigasi dan kemudahan antarmuka aplikasi yang dianggap rumit.,false
3737,Saf rudin,5,2026-08-16,Bagus dan sederhana,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3738,Asep Garlida Suryaman,5,2026-08-15,kenapa aplikasi mobiile jkn tidak bisa dibuka,Positif,Negatif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,true
3739,Rizal error,3,2026-08-15,ada kendala apa udah dua hari gangguan pahal sinyal banyak tapi offline mulu kak 😫,Netral,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengekspresikan kekecewaan umum terhadap kinerja aplikasi Mobile JKN.,false
3740,Moch furqonal87,2,2026-08-15,"Ga tau harus bilang apa ? Mungkin udh jamannya Hp, Orang yg harus cepat ditindak lanjuti / awam yg gaptek.. Tertunda gara"" Apk JKN,. Iya klo Peserta itu ada Kuota / Pulsa di hpnya..? Maaf ya bisa dibilang mempercepat rakyat yg sakit ke Binasaan secara perlahan,.",Negatif,Negatif,Negatif,Layanan Faskes & Antrean,"Pengguna menyampaikan keluhan terkait antrean online, kuota poli rujukan yang penuh, atau jadwal dokter tidak sinkron.",false
3741,Bang Ndun,5,2026-08-15,mengapa saya tidak bisa mendownload apk ini lagi,Positif,Negatif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,true
3742,SYARIFUDDIN,5,2026-08-15,mantap pisan,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3743,Nano rachman,3,2026-08-15,tolong di perbaiki lagi setiap mau masuk susah.,Netral,Negatif,Negatif,Masalah Teknis & Bug,Pengguna mengalami kendala autentikasi login atau aplikasi sering force close / logout otomatis.,false
3744,sunarto 82,5,2026-08-15,ok bagus bermanfaat,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3745,ManadoKu Bastian,5,2026-08-15,💯,Positif,Positif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,false
3746,Wit Margo,5,2026-08-15,daftar gampang tidak di persulit,Positif,Negatif,Positif,Apresiasi & Kepuasan,Ulasan mengekspresikan kepuasan umum pengguna terhadap fungsionalitas aplikasi Mobile JKN.,true
